titulo,descricao,ocupacao,tarefa
7231-10 Normalizador de metais e de compósitos - Recozedor e normalizador  de metais.,"Tratam superfícies de peças metálicas e não-metálicas ou de material sintético por processos mecânicos, decapagem, pintura, fosfatização, galvanização por cromeação, niquelação, zincagem e outras, para proteger as peças contra corrosão ou para lhes dar acabamento técnico ou decorativo. Realizam manutenção de banhos de galvano- plastia e anodização. Trabalham seguindo normas de segurança, higiene, qualidade e preservação ambiental.",723110,R. Manual
7231-15 Operador de equipamento para resfriamento,"Tratam superfícies de peças metálicas e não-metálicas ou de material sintético por processos mecânicos, decapagem, pintura, fosfatização, galvanização por cromeação, niquelação, zincagem e outras, para proteger as peças contra corrosão ou para lhes dar acabamento técnico ou decorativo. Realizam manutenção de banhos de galvano- plastia e anodização. Trabalham seguindo normas de segurança, higiene, qualidade e preservação ambiental.",723115,R. Manual
7231-20 Operador de forno de tratamento térmico de metais - Forneiro de  tratamento térmico de metais.,"Tratam superfícies de peças metálicas e não-metálicas ou de material sintético por processos mecânicos, decapagem, pintura, fosfatização, galvanização por cromeação, niquelação, zincagem e outras, para proteger as peças contra corrosão ou para lhes dar acabamento técnico ou decorativo. Realizam manutenção de banhos de galvano- plastia e anodização. Trabalham seguindo normas de segurança, higiene, qualidade e preservação ambiental.",723120,R. Manual
7231-25 Temperador de metais e de compósitos - Ajudante de tratamento térmi- co; Operador de tratamento térmico; Operador de tratamento termoelétrico; Operador  multifuncional de tratamento térmico.,"Tratam superfícies de peças metálicas e não-metálicas ou de material sintético por processos mecânicos, decapagem, pintura, fosfatização, galvanização por cromeação, niquelação, zincagem e outras, para proteger as peças contra corrosão ou para lhes dar acabamento técnico ou decorativo. Realizam manutenção de banhos de galvano- plastia e anodização. Trabalham seguindo normas de segurança, higiene, qualidade e preservação ambiental.",723125,R. Manual
7232-05 Decapador - Operador de linha de decapagem; Preparador de peça para  decapagem; Preparador de peça para imersão.,"Analisam e preparam as superfícies a serem pintadas e calculam quantidade de materiais para pintura. Identificam, preparam e aplicam tintas em superfícies, dão polimento e retocam superfícies pintadas. Secam superfícies e reparam equipamentos de pintura.",723205,R. Manual
7232-10 Fosfatizador - Operador de superfosfato.,"Analisam e preparam as superfícies a serem pintadas e calculam quantidade de materiais para pintura. Identificam, preparam e aplicam tintas em superfícies, dão polimento e retocam superfícies pintadas. Secam superfícies e reparam equipamentos de pintura.",723210,R. Manual
"7232-15 Galvanizador - Auxiliar de galvanização; Bronzeador de metais; Dourador (me- tais); Esmaltador; Esmaltador de banho fundente; Esmaltador de metais não-preciosos;  Estanhador; Galvanizador (sherardização); Operador de banhos (níquel, zinco, cromopra- ta, ouro); Operador de cobreamento; Operador de galvanização; Platinador; Prateador.","Analisam e preparam as superfícies a serem pintadas e calculam quantidade de materiais para pintura. Identificam, preparam e aplicam tintas em superfícies, dão polimento e retocam superfícies pintadas. Secam superfícies e reparam equipamentos de pintura.",723215,R. Manual
"7232-20 Metalizador à pistola - Pintor a revólver (pintura eletrostática); Pulverizador  de metal, à pistola.","Analisam e preparam as superfícies a serem pintadas e calculam quantidade de materiais para pintura. Identificam, preparam e aplicam tintas em superfícies, dão polimento e retocam superfícies pintadas. Secam superfícies e reparam equipamentos de pintura.",723220,R. Manual
7232-25 Metalizador (banho quente) - Cromador de metais; Niquelador.,"Analisam e preparam as superfícies a serem pintadas e calculam quantidade de materiais para pintura. Identificam, preparam e aplicam tintas em superfícies, dão polimento e retocam superfícies pintadas. Secam superfícies e reparam equipamentos de pintura.",723225,R. Manual
7232-30 Operador de máquina recobridora de arame,"Analisam e preparam as superfícies a serem pintadas e calculam quantidade de materiais para pintura. Identificam, preparam e aplicam tintas em superfícies, dão polimento e retocam superfícies pintadas. Secam superfícies e reparam equipamentos de pintura.",723230,R. Manual
7232-35 Operador de zincagem (processo eletrolítico) - Anodizador e anodi- zador de metais; Operador de processo de zincagem; Operador de zincagem; Prateador  (processo eletrolítico); Zincador.,"Analisam e preparam as superfícies a serem pintadas e calculam quantidade de materiais para pintura. Identificam, preparam e aplicam tintas em superfícies, dão polimento e retocam superfícies pintadas. Secam superfícies e reparam equipamentos de pintura.",723235,R. Manual
7232-40 Oxidador,"Analisam e preparam as superfícies a serem pintadas e calculam quantidade de materiais para pintura. Identificam, preparam e aplicam tintas em superfícies, dão polimento e retocam superfícies pintadas. Secam superfícies e reparam equipamentos de pintura.",723240,R. Manual
7233-05 Operador de equipamento de secagem de pintura - Cabineiro.,"Operacionalizam projetos de instalações de tubulações, definem traçados e dimensio- nam tubulações; especificam, quantificam e inspecionam materiais; preparam locais para instalações, realizam pré-montagem e instalam tubulações. Realizam testes operacionais de pressão de fluidos e testes de estanqueidade. Protegem instalações e fazem manuten- ções em equipamentos e acessórios.",723305,Manual
7233-10 Pintor a pincel e rolo (exceto obras e estruturas metálicas) -  Pintor (retoques).,"Operacionalizam projetos de instalações de tubulações, definem traçados e dimensio- nam tubulações; especificam, quantificam e inspecionam materiais; preparam locais para instalações, realizam pré-montagem e instalam tubulações. Realizam testes operacionais de pressão de fluidos e testes de estanqueidade. Protegem instalações e fazem manuten- ções em equipamentos e acessórios.",723310,Manual
7233-15 Pintor de estruturas metálicas - Pintor de metais à pistola; Pintor in- dustrial.,"Operacionalizam projetos de instalações de tubulações, definem traçados e dimensio- nam tubulações; especificam, quantificam e inspecionam materiais; preparam locais para instalações, realizam pré-montagem e instalam tubulações. Realizam testes operacionais de pressão de fluidos e testes de estanqueidade. Protegem instalações e fazem manuten- ções em equipamentos e acessórios.",723315,Manual
7233-20 Pintor de veículos (fabricação) - Auxiliar de pintor de automóveis; Opera- dor de estufa de pintura; Pintor de automóveis; Pintor de aviões; Pintor de carros; Pintor  de motos; Pintor de vagões-tanques; Pintor especializado em pintura acrílica (veículos).,"Operacionalizam projetos de instalações de tubulações, definem traçados e dimensio- nam tubulações; especificam, quantificam e inspecionam materiais; preparam locais para instalações, realizam pré-montagem e instalam tubulações. Realizam testes operacionais de pressão de fluidos e testes de estanqueidade. Protegem instalações e fazem manuten- ções em equipamentos e acessórios.",723320,Manual
7233-25 Pintor por imersão - Pintor especializado em pintura acrílica.,"Operacionalizam projetos de instalações de tubulações, definem traçados e dimensio- nam tubulações; especificam, quantificam e inspecionam materiais; preparam locais para instalações, realizam pré-montagem e instalam tubulações. Realizam testes operacionais de pressão de fluidos e testes de estanqueidade. Protegem instalações e fazem manuten- ções em equipamentos e acessórios.",723325,Manual
"7233-30 Pintor, à pistola (exceto obras e estruturas metálicas) - Ajudante de  pintor à pistola; Ajudante de pintor de móveis; Ajudante de pintor de produção; Operador  de máquina de pintar contínua; Operador de pistola de pintura; Operador de pistola  rotativa; Pintor a revólver; Pintor de brinquedos; Pintor de geladeira; Pintor de máquinas  industriais; Pintor de móveis - à pistola; Pintor por pulverização (exceto veículos).","Operacionalizam projetos de instalações de tubulações, definem traçados e dimensio- nam tubulações; especificam, quantificam e inspecionam materiais; preparam locais para instalações, realizam pré-montagem e instalam tubulações. Realizam testes operacionais de pressão de fluidos e testes de estanqueidade. Protegem instalações e fazem manuten- ções em equipamentos e acessórios.",723330,Manual
7241-05 Assentador de canalização (edificações) - Armador de manilhas; Assen- tador de manilhas.,"Confeccionam gabaritos e modelos de peças de estruturas metálicas diversas, incluindo estruturas de embarcações e aeronaves; preparam peças da estrutura; montam, instalam e recuperam estruturas metálicas. Realizam manutenção produtiva de máquinas e equi- pamentos. Organizam o local de trabalho para executá-lo conforme normas e procedi- mentos técnicos, de qualidade, segurança e preservação do meio ambiente.",724105,Manual
7241-10 Encanador - Bombeiro hidráulico; Instalador hidráulico.,"Confeccionam gabaritos e modelos de peças de estruturas metálicas diversas, incluindo estruturas de embarcações e aeronaves; preparam peças da estrutura; montam, instalam e recuperam estruturas metálicas. Realizam manutenção produtiva de máquinas e equi- pamentos. Organizam o local de trabalho para executá-lo conforme normas e procedi- mentos técnicos, de qualidade, segurança e preservação do meio ambiente.",724110,Manual
